id_camera,bairro,subprefeitura,id_h3,is_bolsao,id_bolsao,bolsao_latitude,bolsao_longitude,bolsao_classe_atual,bacia,sub_bacia,geometry_bolsao_buffer_0.002
003021,Cidade Nova,Centro,88a8a06a5bfffff,TRUE,440,-22.911497,-43.204364,PO,G,,"POLYGON ((-43.202363999999996 -22.911497, -43.20237363054665 -22.91169303428066, -43.20240242943919 -22.911887180644033, -43.20245011932853 -22.91207756935451, -43.202516240934976 -22.91226236686473, -43.2026001574713 -22.912439793473652, -43.2027010607754 -22.91260814046604, -43.202817979093275 -22.91276578656833, -43.20294978643763 -22.912911213562374, -43.20309521343167 -22.913043020906727, -43.20325285953396 -22.913159939224606, -43.20342120652634 -22.913260842528697, -43.203598633135265 -22.913344759065023, -43.20378343064549 -22.913410880671464, -43.203973819355966 -22.913458570560806, -43.204167965719336 -22.913487369453346, -43.204364 -22.913497, -43.20456003428066 -22.913487369453346, -43.20475418064403 -22.913458570560806, -43.20494456935451 -22.913410880671464, -43.20512936686473 -22.913344759065023, -43.20530679347365 -22.913260842528697, -43.205475140466035 -22.913159939224606, -43.20563278656832 -22.913043020906727, -43.20577821356237 -22.912911213562374, -43.20591002090672 -22.91276578656833, -43.2060269392246 -22.91260814046604, -43.206127842528694 -22.912439793473652, -43.20621175906502 -22.91226236686473, -43.206277880671465 -22.91207756935451, -43.20632557056081 -22.911887180644033, -43.206354369453344 -22.91169303428066, -43.206364 -22.911497, -43.206354369453344 -22.91130096571934, -43.20632557056081 -22.911106819355968, -43.206277880671465 -22.910916430645493, -43.20621175906502 -22.91073163313527, -43.206127842528694 -22.91055420652635, -43.2060269392246 -22.91038585953396, -43.20591002090672 -22.910228213431672, -43.20577821356237 -22.910082786437627, -43.20563278656832 -22.909950979093274, -43.205475140466035 -22.909834060775395, -43.20530679347365 -22.909733157471305, -43.20512936686473 -22.90964924093498, -43.20494456935451 -22.909583119328538, -43.20475418064403 -22.909535429439195, -43.20456003428066 -22.909506630546655, -43.204364 -22.909497, -43.204167965719336 -22.909506630546655, -43.203973819355966 -22.909535429439195, -43.20378343064549 -22.909583119328538, -43.203598633135265 -22.90964924093498, -43.20342120652634 -22.909733157471305, -43.20325285953396 -22.909834060775395, -43.20309521343167 -22.909950979093274, -43.20294978643763 -22.910082786437627, -43.202817979093275 -22.910228213431672, -43.2027010607754 -22.91038585953396, -43.2026001574713 -22.91055420652635, -43.202516240934976 -22.91073163313527, -43.20245011932853 -22.910916430645493, -43.20240242943919 -22.911106819355968, -43.20237363054665 -22.91130096571934, -43.202363999999996 -22.911497))"
003022,Cidade Nova,Centro,88a8a06a5bfffff,TRUE,440,-22.911497,-43.204364,PO,G,,"POLYGON ((-43.202363999999996 -22.911497, -43.20237363054665 -22.91169303428066, -43.20240242943919 -22.911887180644033, -43.20245011932853 -22.91207756935451, -43.202516240934976 -22.91226236686473, -43.2026001574713 -22.912439793473652, -43.2027010607754 -22.91260814046604, -43.202817979093275 -22.91276578656833, -43.20294978643763 -22.912911213562374, -43.20309521343167 -22.913043020906727, -43.20325285953396 -22.913159939224606, -43.20342120652634 -22.913260842528697, -43.203598633135265 -22.913344759065023, -43.20378343064549 -22.913410880671464, -43.203973819355966 -22.913458570560806, -43.204167965719336 -22.913487369453346, -43.204364 -22.913497, -43.20456003428066 -22.913487369453346, -43.20475418064403 -22.913458570560806, -43.20494456935451 -22.913410880671464, -43.20512936686473 -22.913344759065023, -43.20530679347365 -22.913260842528697, -43.205475140466035 -22.913159939224606, -43.20563278656832 -22.913043020906727, -43.20577821356237 -22.912911213562374, -43.20591002090672 -22.91276578656833, -43.2060269392246 -22.91260814046604, -43.206127842528694 -22.912439793473652, -43.20621175906502 -22.91226236686473, -43.206277880671465 -22.91207756935451, -43.20632557056081 -22.911887180644033, -43.206354369453344 -22.91169303428066, -43.206364 -22.911497, -43.206354369453344 -22.91130096571934, -43.20632557056081 -22.911106819355968, -43.206277880671465 -22.910916430645493, -43.20621175906502 -22.91073163313527, -43.206127842528694 -22.91055420652635, -43.2060269392246 -22.91038585953396, -43.20591002090672 -22.910228213431672, -43.20577821356237 -22.910082786437627, -43.20563278656832 -22.909950979093274, -43.205475140466035 -22.909834060775395, -43.20530679347365 -22.909733157471305, -43.20512936686473 -22.90964924093498, -43.20494456935451 -22.909583119328538, -43.20475418064403 -22.909535429439195, -43.20456003428066 -22.909506630546655, -43.204364 -22.909497, -43.204167965719336 -22.909506630546655, -43.203973819355966 -22.909535429439195, -43.20378343064549 -22.909583119328538, -43.203598633135265 -22.90964924093498, -43.20342120652634 -22.909733157471305, -43.20325285953396 -22.909834060775395, -43.20309521343167 -22.909950979093274, -43.20294978643763 -22.910082786437627, -43.202817979093275 -22.910228213431672, -43.2027010607754 -22.91038585953396, -43.2026001574713 -22.91055420652635, -43.202516240934976 -22.91073163313527, -43.20245011932853 -22.910916430645493, -43.20240242943919 -22.911106819355968, -43.20237363054665 -22.91130096571934, -43.202363999999996 -22.911497))"
003100,Coelho Neto,Zona Norte,88a8a06e53fffff,,,,,,,,
003101,Parque Colúmbia,Zona Norte,88a8a06e15fffff,,,,,,,,
003102,Pavuna,Zona Norte,88a8a06e11fffff,,,,,,,,
003103,Pavuna,Zona Norte,88a8a06e13fffff,TRUE,84,-22.80456218,-43.35124612,PC,G,Rios Acari/Pavuna/Meriti,"POLYGON ((-43.3492461229 -22.8045621791, -43.349255753446656 -22.80475821338066, -43.34928455233919 -22.804952359744032, -43.349332242228535 -22.805142748454507, -43.34939836383498 -22.80532754596473, -43.349482280371305 -22.80550497257365, -43.3495831836754 -22.80567331956604, -43.34970010199328 -22.805830965668328, -43.34983190933763 -22.805976392662373, -43.349977336331676 -22.806108200006726, -43.350134982433964 -22.806225118324605, -43.350303329426346 -22.806326021628696, -43.35048075603527 -22.80640993816502, -43.35066555354549 -22.806476059771462, -43.35085594225597 -22.806523749660805, -43.35105008861934 -22.806552548553345, -43.3512461229 -22.8065621791, -43.351442157180664 -22.806552548553345, -43.35163630354403 -22.806523749660805, -43.35182669225451 -22.806476059771462, -43.352011489764735 -22.80640993816502, -43.352188916373656 -22.806326021628696, -43.35235726336604 -22.806225118324605, -43.352514909468326 -22.806108200006726, -43.35266033646237 -22.805976392662373, -43.352792143806724 -22.805830965668328, -43.3529090621246 -22.80567331956604, -43.3530099654287 -22.80550497257365, -43.35309388196502 -22.80532754596473, -43.35316000357147 -22.805142748454507, -43.35320769346081 -22.804952359744032, -43.353236492353346 -22.80475821338066, -43.3532461229 -22.8045621791, -43.353236492353346 -22.80436614481934, -43.35320769346081 -22.804171998455967, -43.35316000357147 -22.80398160974549, -43.35309388196502 -22.80379681223527, -43.3530099654287 -22.803619385626348, -43.3529090621246 -22.80345103863396, -43.352792143806724 -22.80329339253167, -43.35266033646237 -22.803147965537626, -43.352514909468326 -22.803016158193273, -43.35235726336604 -22.802899239875394, -43.352188916373656 -22.802798336571303, -43.352011489764735 -22.802714420034977, -43.35182669225451 -22.802648298428537, -43.35163630354403 -22.802600608539194, -43.351442157180664 -22.802571809646654, -43.3512461229 -22.8025621791, -43.35105008861934 -22.802571809646654, -43.35085594225597 -22.802600608539194, -43.35066555354549 -22.802648298428537, -43.35048075603527 -22.802714420034977, -43.350303329426346 -22.802798336571303, -43.350134982433964 -22.802899239875394, -43.349977336331676 -22.803016158193273, -43.34983190933763 -22.803147965537626, -43.34970010199328 -22.80329339253167, -43.3495831836754 -22.80345103863396, -43.349482280371305 -22.803619385626348, -43.34939836383498 -22.80379681223527, -43.349332242228535 -22.80398160974549, -43.34928455233919 -22.804171998455967, -43.349255753446656 -22.80436614481934, -43.3492461229 -22.8045621791))"
003104,Pavuna,Zona Norte,88a8a06ecdfffff,TRUE,417,-22.80546095,-43.35674207,PO,G,,"POLYGON ((-43.354742073820496 -22.8054609523673, -43.35475170436715 -22.80565698664796, -43.35478050325969 -22.805851133011334, -43.35482819314903 -22.80604152172181, -43.35489431475548 -22.80622631923203, -43.3549782312918 -22.806403745840953, -43.3550791345959 -22.806572092833342, -43.355196052913776 -22.80672973893563, -43.35532786025813 -22.806875165929675, -43.355473287252174 -22.807006973274028, -43.35563093335446 -22.807123891591907, -43.355799280346844 -22.807224794895998, -43.355976706955765 -22.807308711432324, -43.35616150446599 -22.807374833038764, -43.356351893176466 -22.807422522928107, -43.356546039539836 -22.807451321820647, -43.3567420738205 -22.8074609523673, -43.35693810810116 -22.807451321820647, -43.35713225446453 -22.807422522928107, -43.35732264317501 -22.807374833038764, -43.35750744068523 -22.807308711432324, -43.357684867294154 -22.807224794895998, -43.357853214286536 -22.807123891591907, -43.35801086038882 -22.807006973274028, -43.35815628738287 -22.806875165929675, -43.35828809472722 -22.80672973893563, -43.3584050130451 -22.806572092833342, -43.358505916349195 -22.806403745840953, -43.35858983288552 -22.80622631923203, -43.358655954491965 -22.80604152172181, -43.35870364438131 -22.805851133011334, -43.358732443273844 -22.80565698664796, -43.3587420738205 -22.8054609523673, -43.358732443273844 -22.805264918086642, -43.35870364438131 -22.80507077172327, -43.358655954491965 -22.804880383012794, -43.35858983288552 -22.80469558550257, -43.358505916349195 -22.80451815889365, -43.3584050130451 -22.80434981190126, -43.35828809472722 -22.804192165798973, -43.35815628738287 -22.804046738804928, -43.35801086038882 -22.803914931460575, -43.357853214286536 -22.803798013142696, -43.357684867294154 -22.803697109838605, -43.35750744068523 -22.80361319330228, -43.35732264317501 -22.80354707169584, -43.35713225446453 -22.803499381806496, -43.35693810810116 -22.803470582913956, -43.3567420738205 -22.803460952367303, -43.356546039539836 -22.803470582913956, -43.356351893176466 -22.803499381806496, -43.35616150446599 -22.80354707169584, -43.355976706955765 -22.80361319330228, -43.355799280346844 -22.803697109838605, -43.35563093335446 -22.803798013142696, -43.355473287252174 -22.803914931460575, -43.35532786025813 -22.804046738804928, -43.355196052913776 -22.804192165798973, -43.3550791345959 -22.80434981190126, -43.3549782312918 -22.80451815889365, -43.35489431475548 -22.80469558550257, -43.35482819314903 -22.804880383012794, -43.35478050325969 -22.80507077172327, -43.35475170436715 -22.805264918086642, -43.354742073820496 -22.8054609523673))"
003105,Pavuna,Zona Norte,88a8a06ecdfffff,,,,,,,,
003106,Pavuna,Zona Norte,88a8a06e1bfffff,,,,,,,,
003107,Pavuna,Zona Norte,88a8a06ecdfffff,TRUE,58,-22.80832542,-43.35865415,PC,G,Rios Acari/Pavuna/Meriti,"POLYGON ((-43.3566541529 -22.8083254226, -43.356663783446656 -22.80852145688066, -43.35669258233919 -22.808715603244032, -43.356740272228535 -22.808905991954507, -43.35680639383498 -22.80909078946473, -43.356890310371305 -22.80926821607365, -43.3569912136754 -22.80943656306604, -43.35710813199328 -22.809594209168328, -43.35723993933763 -22.809739636162373, -43.35738536633168 -22.809871443506726, -43.357543012433965 -22.809988361824605, -43.35771135942635 -22.810089265128696, -43.35788878603527 -22.81017318166502, -43.35807358354549 -22.810239303271462, -43.35826397225597 -22.810286993160805, -43.35845811861934 -22.810315792053345, -43.3586541529 -22.8103254226, -43.358850187180664 -22.810315792053345, -43.359044333544034 -22.810286993160805, -43.35923472225451 -22.810239303271462, -43.359419519764735 -22.81017318166502, -43.35959694637366 -22.810089265128696, -43.35976529336604 -22.809988361824605, -43.359922939468326 -22.809871443506726, -43.36006836646237 -22.809739636162373, -43.360200173806724 -22.809594209168328, -43.3603170921246 -22.80943656306604, -43.3604179954287 -22.80926821607365, -43.360501911965024 -22.80909078946473, -43.36056803357147 -22.808905991954507, -43.36061572346081 -22.808715603244032, -43.36064452235335 -22.80852145688066, -43.360654152900004 -22.8083254226, -43.36064452235335 -22.80812938831934, -43.36061572346081 -22.807935241955967, -43.36056803357147 -22.80774485324549, -43.360501911965024 -22.80756005573527, -43.3604179954287 -22.807382629126348, -43.3603170921246 -22.80721428213396, -43.360200173806724 -22.80705663603167, -43.36006836646237 -22.806911209037626, -43.359922939468326 -22.806779401693273, -43.35976529336604 -22.806662483375394, -43.35959694637366 -22.806561580071303, -43.359419519764735 -22.806477663534977, -43.35923472225451 -22.806411541928536, -43.359044333544034 -22.806363852039194, -43.358850187180664 -22.806335053146654, -43.3586541529 -22.8063254226, -43.35845811861934 -22.806335053146654, -43.35826397225597 -22.806363852039194, -43.35807358354549 -22.806411541928536, -43.35788878603527 -22.806477663534977, -43.35771135942635 -22.806561580071303, -43.357543012433965 -22.806662483375394, -43.35738536633168 -22.806779401693273, -43.35723993933763 -22.806911209037626, -43.35710813199328 -22.80705663603167, -43.3569912136754 -22.80721428213396, -43.356890310371305 -22.807382629126348, -43.35680639383498 -22.80756005573527, -43.356740272228535 -22.80774485324549, -43.35669258233919 -22.807935241955967, -43.356663783446656 -22.80812938831934, -43.3566541529 -22.8083254226))"
003109,Curicica,Jacarepaguá,88a8a07531fffff,,,,,,,,
003110,Pavuna,Zona Norte,88a8a06525fffff,,,,,,,,
003111,Tijuca,Grande Tijuca,88a8a06141fffff,,,,,,,,
003112,Tijuca,Grande Tijuca,88a8a06147fffff,,,,,,,,
003115,Tijuca,Grande Tijuca,88a8a06141fffff,TRUE,40,-22.9301,-43.24152354,PC,G,Canal do Mangue,"POLYGON ((-43.239523538099995 -22.9301000042, -43.23953316864665 -22.93029603848066, -43.23956196753919 -22.930490184844032, -43.23960965742853 -22.930680573554508, -43.239675779034975 -22.93086537106473, -43.2397596955713 -22.93104279767365, -43.239860598875396 -22.93121114466604, -43.239977517193275 -22.931368790768328, -43.24010932453763 -22.931514217762373, -43.24025475153167 -22.931646025106726, -43.24041239763396 -22.931762943424605, -43.24058074462634 -22.931863846728696, -43.240758171235264 -22.931947763265022, -43.240942968745486 -22.932013884871463, -43.241133357455965 -22.932061574760805, -43.241327503819335 -22.932090373653345, -43.2415235381 -22.9321000042, -43.24171957238066 -22.932090373653345, -43.24191371874403 -22.932061574760805, -43.24210410745451 -22.932013884871463, -43.24228890496473 -22.931947763265022, -43.24246633157365 -22.931863846728696, -43.242634678566034 -22.931762943424605, -43.24279232466832 -22.931646025106726, -43.24293775166237 -22.931514217762373, -43.24306955900672 -22.931368790768328, -43.2431864773246 -22.93121114466604, -43.24328738062869 -22.93104279767365, -43.24337129716502 -22.93086537106473, -43.243437418771464 -22.930680573554508, -43.243485108660806 -22.930490184844032, -43.24351390755334 -22.93029603848066, -43.2435235381 -22.9301000042, -43.24351390755334 -22.92990396991934, -43.243485108660806 -22.929709823555967, -43.243437418771464 -22.929519434845492, -43.24337129716502 -22.92933463733527, -43.24328738062869 -22.92915721072635, -43.2431864773246 -22.92898886373396, -43.24306955900672 -22.92883121763167, -43.24293775166237 -22.928685790637626, -43.24279232466832 -22.928553983293273, -43.242634678566034 -22.928437064975395, -43.24246633157365 -22.928336161671304, -43.24228890496473 -22.928252245134978, -43.24210410745451 -22.928186123528537, -43.24191371874403 -22.928138433639194, -43.24171957238066 -22.928109634746654, -43.2415235381 -22.9281000042, -43.241327503819335 -22.928109634746654, -43.241133357455965 -22.928138433639194, -43.240942968745486 -22.928186123528537, -43.240758171235264 -22.928252245134978, -43.24058074462634 -22.928336161671304, -43.24041239763396 -22.928437064975395, -43.24025475153167 -22.928553983293273, -43.24010932453763 -22.928685790637626, -43.239977517193275 -22.92883121763167, -43.239860598875396 -22.92898886373396, -43.2397596955713 -22.92915721072635, -43.239675779034975 -22.92933463733527, -43.23960965742853 -22.929519434845492, -43.23956196753919 -22.929709823555967, -43.23953316864665 -22.92990396991934, -43.239523538099995 -22.9301000042))"
003116,Tijuca,Grande Tijuca,88a8a06147fffff,,,,,,,,
003117,Tijuca,Grande Tijuca,88a8a06147fffff,,,,,,,,
003119,Andaraí,Grande Tijuca,88a8a06143fffff,,,,,,,,
003120,Jacarepaguá,Jacarepaguá,88a8a07531fffff,,,,,,,,
003121,Jacarepaguá,Jacarepaguá,88a8a07531fffff,,,,,,,,
003122,Jacarepaguá,Jacarepaguá,88a8a0753bfffff,TRUE,333,-22.96174676,-43.39821251,PO,J,Rio dos Passarinhos,"POLYGON ((-43.396212512299996 -22.9617467611, -43.39622214284665 -22.961942795380658, -43.39625094173919 -22.96213694174403, -43.39629863162853 -22.962327330454507, -43.39636475323498 -22.96251212796473, -43.3964486697713 -22.96268955457365, -43.3965495730754 -22.96285790156604, -43.396666491393276 -22.963015547668327, -43.39679829873763 -22.963160974662372, -43.396943725731674 -22.963292782006725, -43.39710137183396 -22.963409700324604, -43.397269718826344 -22.963510603628695, -43.397447145435265 -22.96359452016502, -43.39763194294549 -22.96366064177146, -43.397822331655966 -22.963708331660804, -43.398016478019336 -22.963737130553344, -43.3982125123 -22.963746761099998, -43.39840854658066 -22.963737130553344, -43.39860269294403 -22.963708331660804, -43.39879308165451 -22.96366064177146, -43.39897787916473 -22.96359452016502, -43.399155305773654 -22.963510603628695, -43.399323652766036 -22.963409700324604, -43.399481298868324 -22.963292782006725, -43.39962672586237 -22.963160974662372, -43.39975853320672 -22.963015547668327, -43.3998754515246 -22.96285790156604, -43.399976354828695 -22.96268955457365, -43.40006027136502 -22.96251212796473, -43.400126392971465 -22.962327330454507, -43.40017408286081 -22.96213694174403, -43.400202881753344 -22.961942795380658, -43.4002125123 -22.9617467611, -43.400202881753344 -22.96155072681934, -43.40017408286081 -22.961356580455966, -43.400126392971465 -22.96116619174549, -43.40006027136502 -22.96098139423527, -43.399976354828695 -22.960803967626347, -43.3998754515246 -22.96063562063396, -43.39975853320672 -22.96047797453167, -43.39962672586237 -22.960332547537625, -43.399481298868324 -22.960200740193272, -43.399323652766036 -22.960083821875394, -43.399155305773654 -22.959982918571303, -43.39897787916473 -22.959899002034977, -43.39879308165451 -22.959832880428536, -43.39860269294403 -22.959785190539193, -43.39840854658066 -22.959756391646653, -43.3982125123 -22.9597467611, -43.398016478019336 -22.959756391646653, -43.397822331655966 -22.959785190539193, -43.39763194294549 -22.959832880428536, -43.397447145435265 -22.959899002034977, -43.397269718826344 -22.959982918571303, -43.39710137183396 -22.960083821875394, -43.396943725731674 -22.960200740193272, -43.39679829873763 -22.960332547537625, -43.396666491393276 -22.96047797453167, -43.3965495730754 -22.96063562063396, -43.3964486697713 -22.960803967626347, -43.39636475323498 -22.96098139423527, -43.39629863162853 -22.96116619174549, -43.39625094173919 -22.961356580455966, -43.39622214284665 -22.96155072681934, -43.396212512299996 -22.9617467611))"
003123,Irajá,Zona Norte,88a8a06e41fffff,,,,,,,,
003125,Jacarepaguá,Jacarepaguá,88a8a07531fffff,,,,,,,,
003127,Coelho Neto,Zona Norte,88a8a06e53fffff,,,,,,,,
003128,Coelho Neto,Zona Norte,88a8a06e53fffff,,,,,,,,
003129,Recreio dos Bandeirantes,Barra da Tijuca,88a8a076edfffff,,,,,,,,
003130,Recreio dos Bandeirantes,Barra da Tijuca,88a8a076edfffff,,,,,,,,
003131,Recreio dos Bandeirantes,Barra da Tijuca,88a8a076e5fffff,TRUE,390,-23.01535837,-43.49216438,PO,J,Canal de Sernambetiba,"POLYGON ((-43.49016437795787 -23.01535836799227, -43.490174008504525 -23.01555440227293, -43.49020280739706 -23.015748548636303, -43.490250497286404 -23.015938937346778, -43.49031661889285 -23.016123734857, -43.490400535429174 -23.016301161465922, -43.49050143873327 -23.01646950845831, -43.49061835705115 -23.0166271545606, -43.4907501643955 -23.016772581554644, -43.490895591389545 -23.016904388898997, -43.49105323749183 -23.017021307216876, -43.491221584484215 -23.017122210520967, -43.49139901109314 -23.017206127057293, -43.49158380860336 -23.017272248663733, -43.49177419731384 -23.017319938553076, -43.49196834367721 -23.017348737445616, -43.49216437795787 -23.01735836799227, -43.49236041223853 -23.017348737445616, -43.4925545586019 -23.017319938553076, -43.49274494731238 -23.017272248663733, -43.492929744822604 -23.017206127057293, -43.493107171431525 -23.017122210520967, -43.49327551842391 -23.017021307216876, -43.493433164526195 -23.016904388898997, -43.49357859152024 -23.016772581554644, -43.49371039886459 -23.0166271545606, -43.49382731718247 -23.01646950845831, -43.493928220486566 -23.016301161465922, -43.49401213702289 -23.016123734857, -43.49407825862934 -23.015938937346778, -43.49412594851868 -23.015748548636303, -43.494154747411216 -23.01555440227293, -43.49416437795787 -23.01535836799227, -43.494154747411216 -23.01516233371161, -43.49412594851868 -23.014968187348238, -43.49407825862934 -23.014777798637763, -43.49401213702289 -23.01459300112754, -43.493928220486566 -23.01441557451862, -43.49382731718247 -23.01424722752623, -43.49371039886459 -23.014089581423942, -43.49357859152024 -23.013944154429897, -43.493433164526195 -23.013812347085544, -43.49327551842391 -23.013695428767665, -43.493107171431525 -23.013594525463574, -43.492929744822604 -23.01351060892725, -43.49274494731238 -23.013444487320807, -43.4925545586019 -23.013396797431465, -43.49236041223853 -23.013367998538925, -43.49216437795787 -23.01335836799227, -43.49196834367721 -23.013367998538925, -43.49177419731384 -23.013396797431465, -43.49158380860336 -23.013444487320807, -43.49139901109314 -23.01351060892725, -43.491221584484215 -23.013594525463574, -43.49105323749183 -23.013695428767665, -43.490895591389545 -23.013812347085544, -43.4907501643955 -23.013944154429897, -43.49061835705115 -23.014089581423942, -43.49050143873327 -23.01424722752623, -43.490400535429174 -23.01441557451862, -43.49031661889285 -23.01459300112754, -43.490250497286404 -23.014777798637763, -43.49020280739706 -23.014968187348238, -43.490174008504525 -23.01516233371161, -43.49016437795787 -23.01535836799227))"
003132,Pavuna,Zona Norte,88a8a06ecdfffff,,,,,,,,
003133,Barra da Tijuca,Barra da Tijuca,88a8a0719bfffff,TRUE,301,-23.00620821,-43.31199616,PO,J,Lagoa da Tijuca,"POLYGON ((-43.3099961621 -23.0062082145, -43.310005792646656 -23.006404248780658, -43.31003459153919 -23.00659839514403, -43.310082281428535 -23.006788783854507, -43.31014840303498 -23.00697358136473, -43.310232319571305 -23.00715100797365, -43.3103332228754 -23.00731935496604, -43.31045014119328 -23.007477001068327, -43.31058194853763 -23.007622428062373, -43.31072737553168 -23.007754235406725, -43.310885021633965 -23.007871153724604, -43.31105336862635 -23.007972057028695, -43.31123079523527 -23.00805597356502, -43.31141559274549 -23.008122095171462, -43.31160598145597 -23.008169785060804, -43.31180012781934 -23.008198583953344, -43.3119961621 -23.008208214499998, -43.312192196380664 -23.008198583953344, -43.312386342744034 -23.008169785060804, -43.31257673145451 -23.008122095171462, -43.312761528964735 -23.00805597356502, -43.31293895557366 -23.007972057028695, -43.31310730256604 -23.007871153724604, -43.313264948668326 -23.007754235406725, -43.31341037566237 -23.007622428062373, -43.313542183006724 -23.007477001068327, -43.3136591013246 -23.00731935496604, -43.3137600046287 -23.00715100797365, -43.313843921165024 -23.00697358136473, -43.31391004277147 -23.006788783854507, -43.31395773266081 -23.00659839514403, -43.31398653155335 -23.006404248780658, -43.313996162100004 -23.0062082145, -43.31398653155335 -23.00601218021934, -43.31395773266081 -23.005818033855967, -43.31391004277147 -23.00562764514549, -43.313843921165024 -23.00544284763527, -43.3137600046287 -23.005265421026348, -43.3136591013246 -23.00509707403396, -43.313542183006724 -23.00493942793167, -43.31341037566237 -23.004794000937625, -43.313264948668326 -23.004662193593273, -43.31310730256604 -23.004545275275394, -43.31293895557366 -23.004444371971303, -43.312761528964735 -23.004360455434977, -43.31257673145451 -23.004294333828536, -43.312386342744034 -23.004246643939194, -43.312192196380664 -23.004217845046654, -43.3119961621 -23.0042082145, -43.31180012781934 -23.004217845046654, -43.31160598145597 -23.004246643939194, -43.31141559274549 -23.004294333828536, -43.31123079523527 -23.004360455434977, -43.31105336862635 -23.004444371971303, -43.310885021633965 -23.004545275275394, -43.31072737553168 -23.004662193593273, -43.31058194853763 -23.004794000937625, -43.31045014119328 -23.00493942793167, -43.3103332228754 -23.00509707403396, -43.310232319571305 -23.005265421026348, -43.31014840303498 -23.00544284763527, -43.310082281428535 -23.00562764514549, -43.31003459153919 -23.005818033855967, -43.310005792646656 -23.00601218021934, -43.3099961621 -23.0062082145))"
003134,Barra da Tijuca,Barra da Tijuca,88a8a0719bfffff,TRUE,301,-23.00620821,-43.31199616,PO,J,Lagoa da Tijuca,"POLYGON ((-43.3099961621 -23.0062082145, -43.310005792646656 -23.006404248780658, -43.31003459153919 -23.00659839514403, -43.310082281428535 -23.006788783854507, -43.31014840303498 -23.00697358136473, -43.310232319571305 -23.00715100797365, -43.3103332228754 -23.00731935496604, -43.31045014119328 -23.007477001068327, -43.31058194853763 -23.007622428062373, -43.31072737553168 -23.007754235406725, -43.310885021633965 -23.007871153724604, -43.31105336862635 -23.007972057028695, -43.31123079523527 -23.00805597356502, -43.31141559274549 -23.008122095171462, -43.31160598145597 -23.008169785060804, -43.31180012781934 -23.008198583953344, -43.3119961621 -23.008208214499998, -43.312192196380664 -23.008198583953344, -43.312386342744034 -23.008169785060804, -43.31257673145451 -23.008122095171462, -43.312761528964735 -23.00805597356502, -43.31293895557366 -23.007972057028695, -43.31310730256604 -23.007871153724604, -43.313264948668326 -23.007754235406725, -43.31341037566237 -23.007622428062373, -43.313542183006724 -23.007477001068327, -43.3136591013246 -23.00731935496604, -43.3137600046287 -23.00715100797365, -43.313843921165024 -23.00697358136473, -43.31391004277147 -23.006788783854507, -43.31395773266081 -23.00659839514403, -43.31398653155335 -23.006404248780658, -43.313996162100004 -23.0062082145, -43.31398653155335 -23.00601218021934, -43.31395773266081 -23.005818033855967, -43.31391004277147 -23.00562764514549, -43.313843921165024 -23.00544284763527, -43.3137600046287 -23.005265421026348, -43.3136591013246 -23.00509707403396, -43.313542183006724 -23.00493942793167, -43.31341037566237 -23.004794000937625, -43.313264948668326 -23.004662193593273, -43.31310730256604 -23.004545275275394, -43.31293895557366 -23.004444371971303, -43.312761528964735 -23.004360455434977, -43.31257673145451 -23.004294333828536, -43.312386342744034 -23.004246643939194, -43.312192196380664 -23.004217845046654, -43.3119961621 -23.0042082145, -43.31180012781934 -23.004217845046654, -43.31160598145597 -23.004246643939194, -43.31141559274549 -23.004294333828536, -43.31123079523527 -23.004360455434977, -43.31105336862635 -23.004444371971303, -43.310885021633965 -23.004545275275394, -43.31072737553168 -23.004662193593273, -43.31058194853763 -23.004794000937625, -43.31045014119328 -23.00493942793167, -43.3103332228754 -23.00509707403396, -43.310232319571305 -23.005265421026348, -43.31014840303498 -23.00544284763527, -43.310082281428535 -23.00562764514549, -43.31003459153919 -23.005818033855967, -43.310005792646656 -23.00601218021934, -43.3099961621 -23.0062082145))"
003135,Barra da Tijuca,Barra da Tijuca,88a8a07191fffff,,,,,,,,
003137,Pavuna,Zona Norte,88a8a06e17fffff,,,,,,,,
003138,Jacarepaguá,Jacarepaguá,88a8a07539fffff,,,,,,,,
003139,Copacabana,Zona Sul,88a8a078c5fffff,,,,,,,,
003141,Barra da Tijuca,Barra da Tijuca,88a8a07569fffff,,,,,,,,
003142,Jacarepaguá,Jacarepaguá,88a8a07539fffff,,,,,,,,
003143,Jacarepaguá,Jacarepaguá,88a8a07539fffff,,,,,,,,
003144,Irajá,Zona Norte,88a8a06e41fffff,,,,,,,,
003145,Recreio dos Bandeirantes,Barra da Tijuca,88a8a07615fffff,,,,,,,,
003146,Jacarepaguá,Jacarepaguá,88a8a07515fffff,,,,,,,,
003147,Botafogo,Zona Sul,88a8a0788dfffff,,,,,,,,
003148,Botafogo,Zona Sul,88a8a0788dfffff,,,,,,,,
003149,Botafogo,Zona Sul,88a8a0788dfffff,,,,,,,,
003150,Botafogo,Zona Sul,88a8a0788dfffff,,,,,,,,
003151,Botafogo,Zona Sul,88a8a0788dfffff,,,,,,,,
003152,Copacabana,Zona Sul,88a8a0788dfffff,,,,,,,,
003153,Copacabana,Zona Sul,88a8a0788dfffff,,,,,,,,
003154,Copacabana,Zona Sul,88a8a0788dfffff,,,,,,,,
