id_camera,bairro,subprefeitura,id_h3,is_bolsao,id_bolsao,bolsao_latitude,bolsao_longitude,bolsao_classe_atual,bacia,sub_bacia,geometry_bolsao_buffer_0.002
001148,Barra da Tijuca,Barra da Tijuca,88a8a07191fffff,,,,,,,,
001149,Barra da Tijuca,Barra da Tijuca,88a8a07191fffff,,,,,,,,
001150,Itanhangá,Barra da Tijuca,88a8a07191fffff,TRUE,350,-23.004144,-43.30396613,PO,J,Rio da Cachoeira,"POLYGON ((-43.3019661326 -23.0041439955, -43.30197576314666 -23.00434002978066, -43.302004562039194 -23.004534176144034, -43.30205225192854 -23.00472456485451, -43.30211837353498 -23.00490936236473, -43.30220229007131 -23.005086788973653, -43.3023031933754 -23.005255135966042, -43.30242011169328 -23.00541278206833, -43.30255191903763 -23.005558209062375, -43.30269734603168 -23.005690016406728, -43.302854992133966 -23.005806934724607, -43.30302333912635 -23.005907838028698, -43.30320076573527 -23.005991754565024, -43.30338556324549 -23.006057876171464, -43.30357595195597 -23.006105566060807, -43.30377009831934 -23.006134364953347, -43.3039661326 -23.0061439955, -43.304162166880666 -23.006134364953347, -43.304356313244035 -23.006105566060807, -43.304546701954514 -23.006057876171464, -43.30473149946474 -23.005991754565024, -43.30490892607366 -23.005907838028698, -43.30507727306604 -23.005806934724607, -43.30523491916833 -23.005690016406728, -43.30538034616237 -23.005558209062375, -43.305512153506726 -23.00541278206833, -43.305629071824605 -23.005255135966042, -43.3057299751287 -23.005086788973653, -43.305813891665025 -23.00490936236473, -43.30588001327147 -23.00472456485451, -43.30592770316081 -23.004534176144034, -43.30595650205335 -23.00434002978066, -43.305966132600005 -23.0041439955, -43.30595650205335 -23.003947961219342, -43.30592770316081 -23.00375381485597, -43.30588001327147 -23.003563426145494, -43.305813891665025 -23.00337862863527, -43.3057299751287 -23.00320120202635, -43.305629071824605 -23.00303285503396, -43.305512153506726 -23.002875208931673, -43.30538034616237 -23.002729781937628, -43.30523491916833 -23.002597974593275, -43.30507727306604 -23.002481056275396, -43.30490892607366 -23.002380152971305, -43.30473149946474 -23.00229623643498, -43.304546701954514 -23.00223011482854, -43.304356313244035 -23.002182424939196, -43.304162166880666 -23.002153626046656, -43.3039661326 -23.002143995500003, -43.30377009831934 -23.002153626046656, -43.30357595195597 -23.002182424939196, -43.30338556324549 -23.00223011482854, -43.30320076573527 -23.00229623643498, -43.30302333912635 -23.002380152971305, -43.302854992133966 -23.002481056275396, -43.30269734603168 -23.002597974593275, -43.30255191903763 -23.002729781937628, -43.30242011169328 -23.002875208931673, -43.3023031933754 -23.00303285503396, -43.30220229007131 -23.00320120202635, -43.30211837353498 -23.00337862863527, -43.30205225192854 -23.003563426145494, -43.302004562039194 -23.00375381485597, -43.30197576314666 -23.003947961219342, -43.3019661326 -23.0041439955))"
001151,Itanhangá,Barra da Tijuca,88a8a07191fffff,TRUE,350,-23.004144,-43.30396613,PO,J,Rio da Cachoeira,"POLYGON ((-43.3019661326 -23.0041439955, -43.30197576314666 -23.00434002978066, -43.302004562039194 -23.004534176144034, -43.30205225192854 -23.00472456485451, -43.30211837353498 -23.00490936236473, -43.30220229007131 -23.005086788973653, -43.3023031933754 -23.005255135966042, -43.30242011169328 -23.00541278206833, -43.30255191903763 -23.005558209062375, -43.30269734603168 -23.005690016406728, -43.302854992133966 -23.005806934724607, -43.30302333912635 -23.005907838028698, -43.30320076573527 -23.005991754565024, -43.30338556324549 -23.006057876171464, -43.30357595195597 -23.006105566060807, -43.30377009831934 -23.006134364953347, -43.3039661326 -23.0061439955, -43.304162166880666 -23.006134364953347, -43.304356313244035 -23.006105566060807, -43.304546701954514 -23.006057876171464, -43.30473149946474 -23.005991754565024, -43.30490892607366 -23.005907838028698, -43.30507727306604 -23.005806934724607, -43.30523491916833 -23.005690016406728, -43.30538034616237 -23.005558209062375, -43.305512153506726 -23.00541278206833, -43.305629071824605 -23.005255135966042, -43.3057299751287 -23.005086788973653, -43.305813891665025 -23.00490936236473, -43.30588001327147 -23.00472456485451, -43.30592770316081 -23.004534176144034, -43.30595650205335 -23.00434002978066, -43.305966132600005 -23.0041439955, -43.30595650205335 -23.003947961219342, -43.30592770316081 -23.00375381485597, -43.30588001327147 -23.003563426145494, -43.305813891665025 -23.00337862863527, -43.3057299751287 -23.00320120202635, -43.305629071824605 -23.00303285503396, -43.305512153506726 -23.002875208931673, -43.30538034616237 -23.002729781937628, -43.30523491916833 -23.002597974593275, -43.30507727306604 -23.002481056275396, -43.30490892607366 -23.002380152971305, -43.30473149946474 -23.00229623643498, -43.304546701954514 -23.00223011482854, -43.304356313244035 -23.002182424939196, -43.304162166880666 -23.002153626046656, -43.3039661326 -23.002143995500003, -43.30377009831934 -23.002153626046656, -43.30357595195597 -23.002182424939196, -43.30338556324549 -23.00223011482854, -43.30320076573527 -23.00229623643498, -43.30302333912635 -23.002380152971305, -43.302854992133966 -23.002481056275396, -43.30269734603168 -23.002597974593275, -43.30255191903763 -23.002729781937628, -43.30242011169328 -23.002875208931673, -43.3023031933754 -23.00303285503396, -43.30220229007131 -23.00320120202635, -43.30211837353498 -23.00337862863527, -43.30205225192854 -23.003563426145494, -43.302004562039194 -23.00375381485597, -43.30197576314666 -23.003947961219342, -43.3019661326 -23.0041439955))"
001152,Lapa,Centro,88a8a06a55fffff,TRUE,352,-22.9123464,-43.18402901,PO,G,Centro,"POLYGON ((-43.1820290111 -22.9123464032, -43.182038641646656 -22.91254243748066, -43.18206744053919 -22.912736583844033, -43.182115130428535 -22.91292697255451, -43.18218125203498 -22.91311177006473, -43.182265168571305 -22.913289196673652, -43.1823660718754 -22.91345754366604, -43.18248299019328 -22.91361518976833, -43.18261479753763 -22.913760616762374, -43.18276022453168 -22.913892424106727, -43.182917870633965 -22.914009342424606, -43.18308621762635 -22.914110245728697, -43.18326364423527 -22.914194162265023, -43.18344844174549 -22.914260283871464, -43.18363883045597 -22.914307973760806, -43.18383297681934 -22.914336772653346, -43.1840290111 -22.9143464032, -43.184225045380664 -22.914336772653346, -43.184419191744034 -22.914307973760806, -43.18460958045451 -22.914260283871464, -43.184794377964735 -22.914194162265023, -43.18497180457366 -22.914110245728697, -43.18514015156604 -22.914009342424606, -43.185297797668326 -22.913892424106727, -43.18544322466237 -22.913760616762374, -43.185575032006724 -22.91361518976833, -43.1856919503246 -22.91345754366604, -43.1857928536287 -22.913289196673652, -43.185876770165024 -22.91311177006473, -43.18594289177147 -22.91292697255451, -43.18599058166081 -22.912736583844033, -43.18601938055335 -22.91254243748066, -43.186029011100004 -22.9123464032, -43.18601938055335 -22.91215036891934, -43.18599058166081 -22.91195622255597, -43.18594289177147 -22.911765833845493, -43.185876770165024 -22.91158103633527, -43.1857928536287 -22.91140360972635, -43.1856919503246 -22.91123526273396, -43.185575032006724 -22.911077616631673, -43.18544322466237 -22.910932189637627, -43.185297797668326 -22.910800382293274, -43.18514015156604 -22.910683463975396, -43.18497180457366 -22.910582560671305, -43.184794377964735 -22.91049864413498, -43.18460958045451 -22.910432522528538, -43.184419191744034 -22.910384832639195, -43.184225045380664 -22.910356033746655, -43.1840290111 -22.910346403200002, -43.18383297681934 -22.910356033746655, -43.18363883045597 -22.910384832639195, -43.18344844174549 -22.910432522528538, -43.18326364423527 -22.91049864413498, -43.18308621762635 -22.910582560671305, -43.182917870633965 -22.910683463975396, -43.18276022453168 -22.910800382293274, -43.18261479753763 -22.910932189637627, -43.18248299019328 -22.911077616631673, -43.1823660718754 -22.91123526273396, -43.182265168571305 -22.91140360972635, -43.18218125203498 -22.91158103633527, -43.182115130428535 -22.911765833845493, -43.18206744053919 -22.91195622255597, -43.182038641646656 -22.91215036891934, -43.1820290111 -22.9123464032))"
001154,Centro,Centro,88a8a06a55fffff,,,,,,,,
001156,Glória,Centro,88a8a06a47fffff,,,,,,,,
001157,Glória,Centro,88a8a06a47fffff,,,,,,,,
001158,Glória,Centro,88a8a06a47fffff,,,,,,,,
001159,Glória,Centro,88a8a06a47fffff,,,,,,,,
001160,Madureira,Zona Norte,88a8a0608dfffff,,,,,,,,
001161,Lapa,Centro,88a8a06a09fffff,TRUE,64,-22.91322776,-43.17818889,PC,G,Marina da Glória,"POLYGON ((-43.1761888887 -22.9132277623, -43.176198519246654 -22.91342379658066, -43.17622731813919 -22.913617942944033, -43.17627500802853 -22.913808331654508, -43.17634112963498 -22.91399312916473, -43.1764250461713 -22.91417055577365, -43.1765259494754 -22.91433890276604, -43.17664286779328 -22.91449654886833, -43.17677467513763 -22.914641975862374, -43.176920102131675 -22.914773783206726, -43.17707774823396 -22.914890701524605, -43.177246095226344 -22.914991604828696, -43.177423521835266 -22.915075521365022, -43.17760831934549 -22.915141642971463, -43.17779870805597 -22.915189332860805, -43.17799285441934 -22.915218131753345, -43.1781888887 -22.9152277623, -43.17838492298066 -22.915218131753345, -43.17857906934403 -22.915189332860805, -43.17876945805451 -22.915141642971463, -43.17895425556473 -22.915075521365022, -43.179131682173654 -22.914991604828696, -43.179300029166036 -22.914890701524605, -43.179457675268324 -22.914773783206726, -43.17960310226237 -22.914641975862374, -43.17973490960672 -22.91449654886833, -43.1798518279246 -22.91433890276604, -43.179952731228695 -22.91417055577365, -43.18003664776502 -22.91399312916473, -43.180102769371466 -22.913808331654508, -43.18015045926081 -22.913617942944033, -43.180179258153345 -22.91342379658066, -43.1801888887 -22.9132277623, -43.180179258153345 -22.91303172801934, -43.18015045926081 -22.912837581655968, -43.180102769371466 -22.912647192945492, -43.18003664776502 -22.91246239543527, -43.179952731228695 -22.91228496882635, -43.1798518279246 -22.91211662183396, -43.17973490960672 -22.91195897573167, -43.17960310226237 -22.911813548737626, -43.179457675268324 -22.911681741393274, -43.179300029166036 -22.911564823075395, -43.179131682173654 -22.911463919771304, -43.17895425556473 -22.911380003234978, -43.17876945805451 -22.911313881628537, -43.17857906934403 -22.911266191739195, -43.17838492298066 -22.911237392846655, -43.1781888887 -22.9112277623, -43.17799285441934 -22.911237392846655, -43.17779870805597 -22.911266191739195, -43.17760831934549 -22.911313881628537, -43.177423521835266 -22.911380003234978, -43.177246095226344 -22.911463919771304, -43.17707774823396 -22.911564823075395, -43.176920102131675 -22.911681741393274, -43.17677467513763 -22.911813548737626, -43.17664286779328 -22.91195897573167, -43.1765259494754 -22.91211662183396, -43.1764250461713 -22.91228496882635, -43.17634112963498 -22.91246239543527, -43.17627500802853 -22.912647192945492, -43.17622731813919 -22.912837581655968, -43.176198519246654 -22.91303172801934, -43.1761888887 -22.9132277623))"
001162,Lapa,Centro,88a8a06a09fffff,TRUE,64,-22.91322776,-43.17818889,PC,G,Marina da Glória,"POLYGON ((-43.1761888887 -22.9132277623, -43.176198519246654 -22.91342379658066, -43.17622731813919 -22.913617942944033, -43.17627500802853 -22.913808331654508, -43.17634112963498 -22.91399312916473, -43.1764250461713 -22.91417055577365, -43.1765259494754 -22.91433890276604, -43.17664286779328 -22.91449654886833, -43.17677467513763 -22.914641975862374, -43.176920102131675 -22.914773783206726, -43.17707774823396 -22.914890701524605, -43.177246095226344 -22.914991604828696, -43.177423521835266 -22.915075521365022, -43.17760831934549 -22.915141642971463, -43.17779870805597 -22.915189332860805, -43.17799285441934 -22.915218131753345, -43.1781888887 -22.9152277623, -43.17838492298066 -22.915218131753345, -43.17857906934403 -22.915189332860805, -43.17876945805451 -22.915141642971463, -43.17895425556473 -22.915075521365022, -43.179131682173654 -22.914991604828696, -43.179300029166036 -22.914890701524605, -43.179457675268324 -22.914773783206726, -43.17960310226237 -22.914641975862374, -43.17973490960672 -22.91449654886833, -43.1798518279246 -22.91433890276604, -43.179952731228695 -22.91417055577365, -43.18003664776502 -22.91399312916473, -43.180102769371466 -22.913808331654508, -43.18015045926081 -22.913617942944033, -43.180179258153345 -22.91342379658066, -43.1801888887 -22.9132277623, -43.180179258153345 -22.91303172801934, -43.18015045926081 -22.912837581655968, -43.180102769371466 -22.912647192945492, -43.18003664776502 -22.91246239543527, -43.179952731228695 -22.91228496882635, -43.1798518279246 -22.91211662183396, -43.17973490960672 -22.91195897573167, -43.17960310226237 -22.911813548737626, -43.179457675268324 -22.911681741393274, -43.179300029166036 -22.911564823075395, -43.179131682173654 -22.911463919771304, -43.17895425556473 -22.911380003234978, -43.17876945805451 -22.911313881628537, -43.17857906934403 -22.911266191739195, -43.17838492298066 -22.911237392846655, -43.1781888887 -22.9112277623, -43.17799285441934 -22.911237392846655, -43.17779870805597 -22.911266191739195, -43.17760831934549 -22.911313881628537, -43.177423521835266 -22.911380003234978, -43.177246095226344 -22.911463919771304, -43.17707774823396 -22.911564823075395, -43.176920102131675 -22.911681741393274, -43.17677467513763 -22.911813548737626, -43.17664286779328 -22.91195897573167, -43.1765259494754 -22.91211662183396, -43.1764250461713 -22.91228496882635, -43.17634112963498 -22.91246239543527, -43.17627500802853 -22.912647192945492, -43.17622731813919 -22.912837581655968, -43.176198519246654 -22.91303172801934, -43.1761888887 -22.9132277623))"
001163,Botafogo,Zona Sul,88a8a078a9fffff,,,,,,,,
001164,Botafogo,Zona Sul,88a8a078a9fffff,,,,,,,,
001167,Centro,Centro,88a8a06a55fffff,TRUE,352,-22.9123464,-43.18402901,PO,G,Centro,"POLYGON ((-43.1820290111 -22.9123464032, -43.182038641646656 -22.91254243748066, -43.18206744053919 -22.912736583844033, -43.182115130428535 -22.91292697255451, -43.18218125203498 -22.91311177006473, -43.182265168571305 -22.913289196673652, -43.1823660718754 -22.91345754366604, -43.18248299019328 -22.91361518976833, -43.18261479753763 -22.913760616762374, -43.18276022453168 -22.913892424106727, -43.182917870633965 -22.914009342424606, -43.18308621762635 -22.914110245728697, -43.18326364423527 -22.914194162265023, -43.18344844174549 -22.914260283871464, -43.18363883045597 -22.914307973760806, -43.18383297681934 -22.914336772653346, -43.1840290111 -22.9143464032, -43.184225045380664 -22.914336772653346, -43.184419191744034 -22.914307973760806, -43.18460958045451 -22.914260283871464, -43.184794377964735 -22.914194162265023, -43.18497180457366 -22.914110245728697, -43.18514015156604 -22.914009342424606, -43.185297797668326 -22.913892424106727, -43.18544322466237 -22.913760616762374, -43.185575032006724 -22.91361518976833, -43.1856919503246 -22.91345754366604, -43.1857928536287 -22.913289196673652, -43.185876770165024 -22.91311177006473, -43.18594289177147 -22.91292697255451, -43.18599058166081 -22.912736583844033, -43.18601938055335 -22.91254243748066, -43.186029011100004 -22.9123464032, -43.18601938055335 -22.91215036891934, -43.18599058166081 -22.91195622255597, -43.18594289177147 -22.911765833845493, -43.185876770165024 -22.91158103633527, -43.1857928536287 -22.91140360972635, -43.1856919503246 -22.91123526273396, -43.185575032006724 -22.911077616631673, -43.18544322466237 -22.910932189637627, -43.185297797668326 -22.910800382293274, -43.18514015156604 -22.910683463975396, -43.18497180457366 -22.910582560671305, -43.184794377964735 -22.91049864413498, -43.18460958045451 -22.910432522528538, -43.184419191744034 -22.910384832639195, -43.184225045380664 -22.910356033746655, -43.1840290111 -22.910346403200002, -43.18383297681934 -22.910356033746655, -43.18363883045597 -22.910384832639195, -43.18344844174549 -22.910432522528538, -43.18326364423527 -22.91049864413498, -43.18308621762635 -22.910582560671305, -43.182917870633965 -22.910683463975396, -43.18276022453168 -22.910800382293274, -43.18261479753763 -22.910932189637627, -43.18248299019328 -22.911077616631673, -43.1823660718754 -22.91123526273396, -43.182265168571305 -22.91140360972635, -43.18218125203498 -22.91158103633527, -43.182115130428535 -22.911765833845493, -43.18206744053919 -22.91195622255597, -43.182038641646656 -22.91215036891934, -43.1820290111 -22.9123464032))"
001168,Centro,Centro,88a8a06a55fffff,,,,,,,,
001169,Lapa,Centro,88a8a06a55fffff,TRUE,8,-22.91075391,-43.18498125,PC,G,Marina da Glória,"POLYGON ((-43.1829812477 -22.9107539132, -43.182990878246656 -22.91094994748066, -43.18301967713919 -22.911144093844033, -43.183067367028535 -22.91133448255451, -43.18313348863498 -22.91151928006473, -43.183217405171305 -22.911696706673652, -43.1833183084754 -22.91186505366604, -43.18343522679328 -22.91202269976833, -43.18356703413763 -22.912168126762374, -43.18371246113168 -22.912299934106727, -43.183870107233965 -22.912416852424606, -43.18403845422635 -22.912517755728697, -43.18421588083527 -22.912601672265023, -43.18440067834549 -22.912667793871464, -43.18459106705597 -22.912715483760806, -43.18478521341934 -22.912744282653346, -43.1849812477 -22.9127539132, -43.185177281980664 -22.912744282653346, -43.185371428344034 -22.912715483760806, -43.18556181705451 -22.912667793871464, -43.185746614564735 -22.912601672265023, -43.18592404117366 -22.912517755728697, -43.18609238816604 -22.912416852424606, -43.186250034268326 -22.912299934106727, -43.18639546126237 -22.912168126762374, -43.186527268606724 -22.91202269976833, -43.1866441869246 -22.91186505366604, -43.1867450902287 -22.911696706673652, -43.186829006765024 -22.91151928006473, -43.18689512837147 -22.91133448255451, -43.18694281826081 -22.911144093844033, -43.18697161715335 -22.91094994748066, -43.186981247700004 -22.9107539132, -43.18697161715335 -22.91055787891934, -43.18694281826081 -22.910363732555968, -43.18689512837147 -22.910173343845493, -43.186829006765024 -22.90998854633527, -43.1867450902287 -22.90981111972635, -43.1866441869246 -22.90964277273396, -43.186527268606724 -22.909485126631672, -43.18639546126237 -22.909339699637627, -43.186250034268326 -22.909207892293274, -43.18609238816604 -22.909090973975395, -43.18592404117366 -22.908990070671305, -43.185746614564735 -22.90890615413498, -43.18556181705451 -22.908840032528538, -43.185371428344034 -22.908792342639195, -43.185177281980664 -22.908763543746655, -43.1849812477 -22.9087539132, -43.18478521341934 -22.908763543746655, -43.18459106705597 -22.908792342639195, -43.18440067834549 -22.908840032528538, -43.18421588083527 -22.90890615413498, -43.18403845422635 -22.908990070671305, -43.183870107233965 -22.909090973975395, -43.18371246113168 -22.909207892293274, -43.18356703413763 -22.909339699637627, -43.18343522679328 -22.909485126631672, -43.1833183084754 -22.90964277273396, -43.183217405171305 -22.90981111972635, -43.18313348863498 -22.90998854633527, -43.183067367028535 -22.910173343845493, -43.18301967713919 -22.910363732555968, -43.182990878246656 -22.91055787891934, -43.1829812477 -22.9107539132))"
001170,Lapa,Centro,88a8a06a55fffff,TRUE,8,-22.91075391,-43.18498125,PC,G,Marina da Glória,"POLYGON ((-43.1829812477 -22.9107539132, -43.182990878246656 -22.91094994748066, -43.18301967713919 -22.911144093844033, -43.183067367028535 -22.91133448255451, -43.18313348863498 -22.91151928006473, -43.183217405171305 -22.911696706673652, -43.1833183084754 -22.91186505366604, -43.18343522679328 -22.91202269976833, -43.18356703413763 -22.912168126762374, -43.18371246113168 -22.912299934106727, -43.183870107233965 -22.912416852424606, -43.18403845422635 -22.912517755728697, -43.18421588083527 -22.912601672265023, -43.18440067834549 -22.912667793871464, -43.18459106705597 -22.912715483760806, -43.18478521341934 -22.912744282653346, -43.1849812477 -22.9127539132, -43.185177281980664 -22.912744282653346, -43.185371428344034 -22.912715483760806, -43.18556181705451 -22.912667793871464, -43.185746614564735 -22.912601672265023, -43.18592404117366 -22.912517755728697, -43.18609238816604 -22.912416852424606, -43.186250034268326 -22.912299934106727, -43.18639546126237 -22.912168126762374, -43.186527268606724 -22.91202269976833, -43.1866441869246 -22.91186505366604, -43.1867450902287 -22.911696706673652, -43.186829006765024 -22.91151928006473, -43.18689512837147 -22.91133448255451, -43.18694281826081 -22.911144093844033, -43.18697161715335 -22.91094994748066, -43.186981247700004 -22.9107539132, -43.18697161715335 -22.91055787891934, -43.18694281826081 -22.910363732555968, -43.18689512837147 -22.910173343845493, -43.186829006765024 -22.90998854633527, -43.1867450902287 -22.90981111972635, -43.1866441869246 -22.90964277273396, -43.186527268606724 -22.909485126631672, -43.18639546126237 -22.909339699637627, -43.186250034268326 -22.909207892293274, -43.18609238816604 -22.909090973975395, -43.18592404117366 -22.908990070671305, -43.185746614564735 -22.90890615413498, -43.18556181705451 -22.908840032528538, -43.185371428344034 -22.908792342639195, -43.185177281980664 -22.908763543746655, -43.1849812477 -22.9087539132, -43.18478521341934 -22.908763543746655, -43.18459106705597 -22.908792342639195, -43.18440067834549 -22.908840032528538, -43.18421588083527 -22.90890615413498, -43.18403845422635 -22.908990070671305, -43.183870107233965 -22.909090973975395, -43.18371246113168 -22.909207892293274, -43.18356703413763 -22.909339699637627, -43.18343522679328 -22.909485126631672, -43.1833183084754 -22.90964277273396, -43.183217405171305 -22.90981111972635, -43.18313348863498 -22.90998854633527, -43.183067367028535 -22.910173343845493, -43.18301967713919 -22.910363732555968, -43.182990878246656 -22.91055787891934, -43.1829812477 -22.9107539132))"
001171,Estácio,Centro,88a8a06a5bfffff,,,,,,,,
001172,Estácio,Centro,88a8a06a5bfffff,,,,,,,,
001173,Copacabana,Zona Sul,88a8a078ebfffff,,,,,,,,
001174,Copacabana,Zona Sul,88a8a078ebfffff,,,,,,,,
001175,Copacabana,Zona Sul,88a8a078e1fffff,,,,,,,,
001176,Copacabana,Zona Sul,88a8a078e1fffff,,,,,,,,
001177,Leme,Zona Sul,88a8a078e5fffff,TRUE,93,-22.9624021,-43.16993847,PC,ZS,Praia de Copacabana,"POLYGON ((-43.1679384705 -22.9624020977, -43.167948101046655 -22.96259813198066, -43.16797689993919 -22.962792278344033, -43.16802458982853 -22.962982667054508, -43.16809071143498 -22.96316746456473, -43.168174627971304 -22.96334489117365, -43.1682755312754 -22.96351323816604, -43.16839244959328 -22.96367088426833, -43.16852425693763 -22.963816311262374, -43.168669683931675 -22.963948118606726, -43.16882733003396 -22.964065036924605, -43.168995677026345 -22.964165940228696, -43.169173103635266 -22.964249856765022, -43.16935790114549 -22.964315978371463, -43.16954828985597 -22.964363668260805, -43.16974243621934 -22.964392467153345, -43.1699384705 -22.9644020977, -43.17013450478066 -22.964392467153345, -43.17032865114403 -22.964363668260805, -43.17051903985451 -22.964315978371463, -43.170703837364734 -22.964249856765022, -43.170881263973655 -22.964165940228696, -43.17104961096604 -22.964065036924605, -43.171207257068325 -22.963948118606726, -43.17135268406237 -22.963816311262374, -43.17148449140672 -22.96367088426833, -43.1716014097246 -22.96351323816604, -43.171702313028696 -22.96334489117365, -43.17178622956502 -22.96316746456473, -43.17185235117147 -22.962982667054508, -43.17190004106081 -22.962792278344033, -43.171928839953345 -22.96259813198066, -43.1719384705 -22.9624020977, -43.171928839953345 -22.96220606341934, -43.17190004106081 -22.962011917055968, -43.17185235117147 -22.961821528345492, -43.17178622956502 -22.96163673083527, -43.171702313028696 -22.96145930422635, -43.1716014097246 -22.96129095723396, -43.17148449140672 -22.96113331113167, -43.17135268406237 -22.960987884137626, -43.171207257068325 -22.960856076793274, -43.17104961096604 -22.960739158475395, -43.170881263973655 -22.960638255171304, -43.170703837364734 -22.960554338634978, -43.17051903985451 -22.960488217028537, -43.17032865114403 -22.960440527139195, -43.17013450478066 -22.960411728246655, -43.1699384705 -22.9604020977, -43.16974243621934 -22.960411728246655, -43.16954828985597 -22.960440527139195, -43.16935790114549 -22.960488217028537, -43.169173103635266 -22.960554338634978, -43.168995677026345 -22.960638255171304, -43.16882733003396 -22.960739158475395, -43.168669683931675 -22.960856076793274, -43.16852425693763 -22.960987884137626, -43.16839244959328 -22.96113331113167, -43.1682755312754 -22.96129095723396, -43.168174627971304 -22.96145930422635, -43.16809071143498 -22.96163673083527, -43.16802458982853 -22.961821528345492, -43.16797689993919 -22.962011917055968, -43.167948101046655 -22.96220606341934, -43.1679384705 -22.9624020977))"
001178,Leme,Zona Sul,88a8a078e5fffff,TRUE,93,-22.9624021,-43.16993847,PC,ZS,Praia de Copacabana,"POLYGON ((-43.1679384705 -22.9624020977, -43.167948101046655 -22.96259813198066, -43.16797689993919 -22.962792278344033, -43.16802458982853 -22.962982667054508, -43.16809071143498 -22.96316746456473, -43.168174627971304 -22.96334489117365, -43.1682755312754 -22.96351323816604, -43.16839244959328 -22.96367088426833, -43.16852425693763 -22.963816311262374, -43.168669683931675 -22.963948118606726, -43.16882733003396 -22.964065036924605, -43.168995677026345 -22.964165940228696, -43.169173103635266 -22.964249856765022, -43.16935790114549 -22.964315978371463, -43.16954828985597 -22.964363668260805, -43.16974243621934 -22.964392467153345, -43.1699384705 -22.9644020977, -43.17013450478066 -22.964392467153345, -43.17032865114403 -22.964363668260805, -43.17051903985451 -22.964315978371463, -43.170703837364734 -22.964249856765022, -43.170881263973655 -22.964165940228696, -43.17104961096604 -22.964065036924605, -43.171207257068325 -22.963948118606726, -43.17135268406237 -22.963816311262374, -43.17148449140672 -22.96367088426833, -43.1716014097246 -22.96351323816604, -43.171702313028696 -22.96334489117365, -43.17178622956502 -22.96316746456473, -43.17185235117147 -22.962982667054508, -43.17190004106081 -22.962792278344033, -43.171928839953345 -22.96259813198066, -43.1719384705 -22.9624020977, -43.171928839953345 -22.96220606341934, -43.17190004106081 -22.962011917055968, -43.17185235117147 -22.961821528345492, -43.17178622956502 -22.96163673083527, -43.171702313028696 -22.96145930422635, -43.1716014097246 -22.96129095723396, -43.17148449140672 -22.96113331113167, -43.17135268406237 -22.960987884137626, -43.171207257068325 -22.960856076793274, -43.17104961096604 -22.960739158475395, -43.170881263973655 -22.960638255171304, -43.170703837364734 -22.960554338634978, -43.17051903985451 -22.960488217028537, -43.17032865114403 -22.960440527139195, -43.17013450478066 -22.960411728246655, -43.1699384705 -22.9604020977, -43.16974243621934 -22.960411728246655, -43.16954828985597 -22.960440527139195, -43.16935790114549 -22.960488217028537, -43.169173103635266 -22.960554338634978, -43.168995677026345 -22.960638255171304, -43.16882733003396 -22.960739158475395, -43.168669683931675 -22.960856076793274, -43.16852425693763 -22.960987884137626, -43.16839244959328 -22.96113331113167, -43.1682755312754 -22.96129095723396, -43.168174627971304 -22.96145930422635, -43.16809071143498 -22.96163673083527, -43.16802458982853 -22.961821528345492, -43.16797689993919 -22.962011917055968, -43.167948101046655 -22.96220606341934, -43.1679384705 -22.9624020977))"
001179,Copacabana,Zona Sul,88a8a078c5fffff,,,,,,,,
001180,Copacabana,Zona Sul,88a8a078c5fffff,,,,,,,,
